Configuration,time,num_colors,min_conflict,conflicts,best
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.10096907615661621,7,0,"[[0, 34], [50, 31], [100, 36], [150, 42], [200, 36], [250, 36], [300, 39], [350, 39], [400, 36], [450, 43], [500, 33], [550, 31], [600, 30], [650, 23], [700, 35], [750, 37], [800, 22], [850, 34], [900, 33], [950, 24], [1000, 30], [1050, 20], [1100, 29], [1150, 26], [1200, 32], [1250, 24], [1300, 25], [1350, 35], [1400, 30], [1450, 27], [1500, 29], [1550, 34], [1600, 35], [1650, 37], [1700, 35], [1750, 31], [1800, 23], [1850, 32], [1900, 40], [1950, 36], [2000, 42], [2050, 36], [2100, 31], [2150, 38], [2200, 32], [2250, 39], [2300, 26], [2350, 20], [2400, 35], [2450, 27], [2500, 32], [2550, 34], [2600, 32], [2650, 26], [2700, 33], [2750, 30], [2800, 31], [2850, 38], [2900, 36], [2950, 28], [3000, 37], [3050, 36], [3100, 34], [3150, 31], [3200, 32], [3250, 27], [3300, 28], [3350, 41], [3400, 39], [3450, 38], [3500, 33], [3550, 30], [3600, 35], [3650, 26], [3700, 24], [3750, 15], [3800, 22], [3850, 19], [3900, 25], [3950, 17], [4000, 26], [4050, 31], [4100, 28], [4150, 31], [4200, 25], [4250, 31], [4300, 26], [4350, 26], [4400, 30], [4450, 19], [4500, 31], [4550, 21], [4600, 31], [4650, 24], [4700, 29], [4750, 31], [4800, 26], [4850, 25], [4900, 26], [4950, 24], [5000, 26], [5050, 33], [5100, 30], [5150, 18], [5200, 21], [5250, 25], [5300, 20], [5350, 33], [5400, 31], [5450, 23], [5500, 24], [5550, 28], [5600, 20], [5650, 23], [5700, 22], [5750, 16], [5800, 20], [5850, 20], [5900, 28], [5950, 30], [6000, 23], [6050, 12], [6100, 25], [6150, 21], [6200, 21], [6250, 21], [6300, 20], [6350, 12], [6400, 15], [6450, 17], [6500, 21], [6550, 16], [6600, 16], [6650, 20], [6700, 18], [6750, 13], [6800, 13], [6850, 12], [6900, 14], [6950, 10], [7000, 16], [7050, 8], [7100, 6], [7150, 5], [7200, 13], [7250, 17], [7300, 17], [7350, 13], [7400, 9], [7450, 13], [7500, 12], [7550, 12], [7600, 10], [7650, 9], [7700, 9], [7750, 5], [7800, 5], [7850, 4], [7900, 7], [7950, 9], [8000, 9], [8050, 16], [8100, 19], [8150, 11], [8200, 8], [8250, 4], [8300, 6], [8350, 6], [8400, 7], [8450, 9], [8500, 6], [8550, 8], [8600, 8], [8650, 8], [8700, 7], [8750, 5], [8800, 4], [8850, 4], [8900, 5], [8950, 4], [9000, 1], [9050, 1], [9100, 1], [9150, 2], [9200, 3], [9250, 3], [9300, 3], [9350, 6], [9400, 3], [9450, 2], [9500, 1], [9550, 5], [9600, 2], [9650, 2], [9700, 1], [9750, 1], [9800, 3], [9850, 1], [9900, 1]]","[3, 0, 5, 5, 4, 4, 0, 1, 1, 2, 5, 6, 6, 6, 6, 4, 4, 2, 1, 0, 0, 6, 5, 3, 2, 1, 1, 3, 2, 1, 3, 0, 2, 5, 2, 6, 6, 6, 0, 2, 2, 3, 6, 6, 3, 5, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.09598016738891602,7,0,"[[0, 43], [50, 32], [100, 32], [150, 35], [200, 29], [250, 28], [300, 32], [350, 26], [400, 35], [450, 32], [500, 37], [550, 31], [600, 40], [650, 40], [700, 34], [750, 28], [800, 26], [850, 30], [900, 32], [950, 35], [1000, 41], [1050, 25], [1100, 33], [1150, 35], [1200, 33], [1250, 38], [1300, 31], [1350, 33], [1400, 32], [1450, 30], [1500, 27], [1550, 31], [1600, 29], [1650, 30], [1700, 28], [1750, 22], [1800, 27], [1850, 29], [1900, 32], [1950, 40], [2000, 33], [2050, 28], [2100, 26], [2150, 23], [2200, 26], [2250, 36], [2300, 39], [2350, 25], [2400, 27], [2450, 38], [2500, 27], [2550, 32], [2600, 26], [2650, 33], [2700, 34], [2750, 30], [2800, 24], [2850, 35], [2900, 26], [2950, 33], [3000, 27], [3050, 28], [3100, 35], [3150, 26], [3200, 24], [3250, 46], [3300, 23], [3350, 34], [3400, 31], [3450, 32], [3500, 30], [3550, 26], [3600, 25], [3650, 24], [3700, 21], [3750, 35], [3800, 30], [3850, 25], [3900, 25], [3950, 20], [4000, 41], [4050, 32], [4100, 35], [4150, 35], [4200, 28], [4250, 32], [4300, 24], [4350, 29], [4400, 27], [4450, 30], [4500, 22], [4550, 30], [4600, 21], [4650, 18], [4700, 20], [4750, 29], [4800, 21], [4850, 16], [4900, 31], [4950, 29], [5000, 28], [5050, 26], [5100, 22], [5150, 31], [5200, 21], [5250, 28], [5300, 25], [5350, 25], [5400, 28], [5450, 26], [5500, 34], [5550, 30], [5600, 24], [5650, 16], [5700, 19], [5750, 28], [5800, 30], [5850, 27], [5900, 26], [5950, 18], [6000, 26], [6050, 20], [6100, 12], [6150, 14], [6200, 23], [6250, 27], [6300, 21], [6350, 18], [6400, 13], [6450, 15], [6500, 18], [6550, 17], [6600, 22], [6650, 21], [6700, 18], [6750, 20], [6800, 17], [6850, 14], [6900, 15], [6950, 12], [7000, 27], [7050, 20], [7100, 12], [7150, 13], [7200, 10], [7250, 12], [7300, 10], [7350, 10], [7400, 10], [7450, 7], [7500, 11], [7550, 9], [7600, 9], [7650, 10], [7700, 8], [7750, 9], [7800, 6], [7850, 7], [7900, 9], [7950, 11], [8000, 9], [8050, 6], [8100, 8], [8150, 6], [8200, 5], [8250, 5], [8300, 6], [8350, 4], [8400, 7], [8450, 7], [8500, 6], [8550, 6], [8600, 7], [8650, 7], [8700, 4], [8750, 4], [8800, 8], [8850, 4], [8900, 5], [8950, 6], [9000, 5], [9050, 1], [9100, 2], [9150, 2], [9200, 1], [9250, 3], [9300, 5], [9350, 2], [9400, 1], [9450, 2]]","[5, 1, 6, 6, 1, 5, 2, 0, 2, 3, 6, 3, 4, 0, 4, 4, 4, 0, 0, 2, 0, 1, 6, 3, 1, 6, 6, 3, 2, 2, 5, 0, 2, 1, 5, 2, 5, 0, 3, 5, 3, 2, 2, 2, 1, 5, 4]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.05188107490539551,7,0,"[[0, 40], [50, 25], [100, 40], [150, 28], [200, 38], [250, 37], [300, 36], [350, 33], [400, 29], [450, 33], [500, 34], [550, 33], [600, 24], [650, 32], [700, 25], [750, 33], [800, 32], [850, 34], [900, 29], [950, 37], [1000, 44], [1050, 30], [1100, 34], [1150, 38], [1200, 33], [1250, 29], [1300, 40], [1350, 28], [1400, 37], [1450, 34], [1500, 37], [1550, 33], [1600, 24], [1650, 17], [1700, 23], [1750, 30], [1800, 32], [1850, 32], [1900, 35], [1950, 34], [2000, 28], [2050, 22], [2100, 35], [2150, 33], [2200, 24], [2250, 27], [2300, 28], [2350, 29], [2400, 28], [2450, 31], [2500, 27], [2550, 22], [2600, 24], [2650, 26], [2700, 21], [2750, 19], [2800, 26], [2850, 25], [2900, 22], [2950, 25], [3000, 22], [3050, 18], [3100, 19], [3150, 16], [3200, 23], [3250, 21], [3300, 23], [3350, 18], [3400, 20], [3450, 20], [3500, 17], [3550, 13], [3600, 8], [3650, 12], [3700, 17], [3750, 17], [3800, 15], [3850, 11], [3900, 17], [3950, 17], [4000, 13], [4050, 10], [4100, 10], [4150, 15], [4200, 8], [4250, 3], [4300, 3], [4350, 5], [4400, 6], [4450, 8], [4500, 8], [4550, 10], [4600, 6], [4650, 5], [4700, 6], [4750, 3], [4800, 5], [4850, 4], [4900, 5], [4950, 5], [5000, 3], [5050, 3], [5100, 1], [5150, 1]]","[2, 6, 1, 1, 3, 0, 4, 4, 0, 4, 3, 2, 5, 2, 1, 2, 4, 5, 1, 0, 0, 2, 3, 3, 3, 1, 5, 3, 4, 5, 4, 6, 6, 3, 5, 6, 2, 5, 2, 2, 6, 5, 4, 5, 6, 3, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.048619985580444336,7,0,"[[0, 40], [50, 37], [100, 31], [150, 34], [200, 37], [250, 39], [300, 50], [350, 41], [400, 42], [450, 36], [500, 25], [550, 34], [600, 30], [650, 40], [700, 24], [750, 27], [800, 24], [850, 30], [900, 27], [950, 26], [1000, 34], [1050, 24], [1100, 37], [1150, 41], [1200, 38], [1250, 29], [1300, 34], [1350, 30], [1400, 35], [1450, 36], [1500, 26], [1550, 28], [1600, 25], [1650, 37], [1700, 37], [1750, 25], [1800, 35], [1850, 25], [1900, 33], [1950, 28], [2000, 21], [2050, 25], [2100, 20], [2150, 28], [2200, 33], [2250, 38], [2300, 27], [2350, 30], [2400, 27], [2450, 41], [2500, 37], [2550, 36], [2600, 25], [2650, 29], [2700, 32], [2750, 15], [2800, 21], [2850, 22], [2900, 27], [2950, 26], [3000, 31], [3050, 24], [3100, 20], [3150, 22], [3200, 16], [3250, 23], [3300, 20], [3350, 17], [3400, 17], [3450, 19], [3500, 22], [3550, 25], [3600, 24], [3650, 19], [3700, 16], [3750, 12], [3800, 14], [3850, 12], [3900, 11], [3950, 9], [4000, 7], [4050, 13], [4100, 9], [4150, 9], [4200, 11], [4250, 10], [4300, 12], [4350, 11], [4400, 7], [4450, 7], [4500, 5], [4550, 6], [4600, 7], [4650, 6], [4700, 7], [4750, 4], [4800, 3], [4850, 3], [4900, 2]]","[6, 0, 1, 1, 3, 6, 4, 4, 4, 5, 1, 6, 0, 6, 2, 3, 3, 3, 4, 2, 3, 0, 1, 5, 2, 1, 2, 3, 5, 4, 2, 4, 5, 0, 3, 2, 2, 0, 2, 4, 4, 4, 2, 5, 3, 1, 6]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.047698974609375,7,0,"[[0, 29], [50, 25], [100, 33], [150, 27], [200, 27], [250, 31], [300, 36], [350, 34], [400, 37], [450, 33], [500, 47], [550, 25], [600, 32], [650, 30], [700, 31], [750, 35], [800, 31], [850, 22], [900, 34], [950, 37], [1000, 35], [1050, 27], [1100, 37], [1150, 31], [1200, 32], [1250, 40], [1300, 39], [1350, 38], [1400, 36], [1450, 32], [1500, 28], [1550, 25], [1600, 33], [1650, 29], [1700, 29], [1750, 34], [1800, 39], [1850, 34], [1900, 36], [1950, 31], [2000, 24], [2050, 27], [2100, 27], [2150, 29], [2200, 30], [2250, 27], [2300, 28], [2350, 29], [2400, 35], [2450, 37], [2500, 27], [2550, 26], [2600, 28], [2650, 18], [2700, 28], [2750, 31], [2800, 27], [2850, 31], [2900, 30], [2950, 29], [3000, 23], [3050, 25], [3100, 25], [3150, 26], [3200, 20], [3250, 22], [3300, 23], [3350, 24], [3400, 17], [3450, 19], [3500, 12], [3550, 12], [3600, 15], [3650, 15], [3700, 18], [3750, 14], [3800, 15], [3850, 7], [3900, 14], [3950, 15], [4000, 8], [4050, 5], [4100, 5], [4150, 1], [4200, 13], [4250, 6], [4300, 9], [4350, 9], [4400, 3], [4450, 5], [4500, 3], [4550, 4], [4600, 2], [4650, 1]]","[5, 2, 4, 0, 3, 3, 1, 4, 1, 3, 0, 4, 6, 4, 2, 2, 4, 2, 5, 4, 6, 2, 3, 3, 1, 0, 0, 6, 4, 3, 1, 1, 1, 0, 6, 0, 0, 4, 6, 6, 6, 4, 1, 1, 5, 3, 2]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.07358813285827637,7,0,"[[0, 35], [50, 32], [100, 41], [150, 40], [200, 31], [250, 30], [300, 41], [350, 33], [400, 35], [450, 44], [500, 31], [550, 35], [600, 32], [650, 31], [700, 28], [750, 39], [800, 33], [850, 31], [900, 39], [950, 35], [1000, 39], [1050, 35], [1100, 29], [1150, 35], [1200, 29], [1250, 34], [1300, 27], [1350, 30], [1400, 36], [1450, 29], [1500, 25], [1550, 24], [1600, 29], [1650, 36], [1700, 36], [1750, 31], [1800, 23], [1850, 22], [1900, 36], [1950, 39], [2000, 30], [2050, 35], [2100, 37], [2150, 36], [2200, 29], [2250, 27], [2300, 38], [2350, 26], [2400, 21], [2450, 32], [2500, 32], [2550, 31], [2600, 37], [2650, 26], [2700, 41], [2750, 30], [2800, 21], [2850, 17], [2900, 30], [2950, 26], [3000, 32], [3050, 27], [3100, 30], [3150, 33], [3200, 23], [3250, 22], [3300, 27], [3350, 21], [3400, 27], [3450, 30], [3500, 34], [3550, 26], [3600, 30], [3650, 31], [3700, 23], [3750, 24], [3800, 22], [3850, 27], [3900, 25], [3950, 34], [4000, 21], [4050, 29], [4100, 31], [4150, 24], [4200, 21], [4250, 21], [4300, 18], [4350, 27], [4400, 24], [4450, 26], [4500, 31], [4550, 23], [4600, 28], [4650, 24], [4700, 21], [4750, 26], [4800, 19], [4850, 22], [4900, 25], [4950, 23], [5000, 18], [5050, 17], [5100, 17], [5150, 13], [5200, 10], [5250, 13], [5300, 14], [5350, 13], [5400, 11], [5450, 8], [5500, 11], [5550, 12], [5600, 8], [5650, 10], [5700, 19], [5750, 17], [5800, 6], [5850, 6], [5900, 8], [5950, 6], [6000, 12], [6050, 9], [6100, 9], [6150, 6], [6200, 8], [6250, 9], [6300, 7], [6350, 7], [6400, 4], [6450, 3], [6500, 7], [6550, 6], [6600, 3], [6650, 3], [6700, 4], [6750, 2], [6800, 3], [6850, 2], [6900, 1], [6950, 2], [7000, 4], [7050, 4]]","[3, 2, 6, 6, 3, 5, 1, 4, 6, 5, 3, 3, 2, 4, 4, 3, 5, 2, 4, 5, 2, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 4, 2, 0, 6, 0, 5, 2, 0, 6, 4, 2, 1, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.06368589401245117,7,0,"[[0, 39], [50, 35], [100, 33], [150, 28], [200, 40], [250, 35], [300, 26], [350, 34], [400, 29], [450, 35], [500, 36], [550, 22], [600, 34], [650, 35], [700, 31], [750, 39], [800, 21], [850, 25], [900, 27], [950, 33], [1000, 33], [1050, 30], [1100, 35], [1150, 31], [1200, 22], [1250, 28], [1300, 34], [1350, 30], [1400, 31], [1450, 37], [1500, 44], [1550, 34], [1600, 37], [1650, 34], [1700, 35], [1750, 29], [1800, 24], [1850, 36], [1900, 35], [1950, 27], [2000, 27], [2050, 29], [2100, 27], [2150, 28], [2200, 33], [2250, 25], [2300, 32], [2350, 35], [2400, 22], [2450, 25], [2500, 20], [2550, 27], [2600, 35], [2650, 28], [2700, 34], [2750, 31], [2800, 27], [2850, 27], [2900, 24], [2950, 23], [3000, 32], [3050, 35], [3100, 32], [3150, 27], [3200, 28], [3250, 28], [3300, 23], [3350, 34], [3400, 42], [3450, 25], [3500, 31], [3550, 24], [3600, 24], [3650, 23], [3700, 29], [3750, 19], [3800, 31], [3850, 21], [3900, 28], [3950, 21], [4000, 25], [4050, 30], [4100, 22], [4150, 22], [4200, 31], [4250, 23], [4300, 23], [4350, 30], [4400, 33], [4450, 36], [4500, 24], [4550, 15], [4600, 21], [4650, 30], [4700, 25], [4750, 18], [4800, 21], [4850, 20], [4900, 19], [4950, 15], [5000, 19], [5050, 15], [5100, 10], [5150, 13], [5200, 17], [5250, 11], [5300, 10], [5350, 14], [5400, 16], [5450, 18], [5500, 14], [5550, 13], [5600, 10], [5650, 11], [5700, 8], [5750, 4], [5800, 9], [5850, 12], [5900, 10], [5950, 8], [6000, 10], [6050, 6], [6100, 6], [6150, 5], [6200, 1]]","[4, 0, 5, 5, 6, 4, 3, 1, 1, 1, 0, 4, 3, 2, 2, 4, 2, 1, 4, 3, 4, 2, 5, 4, 6, 5, 5, 6, 6, 6, 5, 1, 1, 0, 6, 2, 4, 2, 0, 1, 1, 2, 1, 6, 6, 0, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.07128381729125977,7,0,"[[0, 27], [50, 29], [100, 31], [150, 23], [200, 30], [250, 36], [300, 17], [350, 34], [400, 33], [450, 41], [500, 33], [550, 42], [600, 29], [650, 25], [700, 30], [750, 36], [800, 27], [850, 37], [900, 31], [950, 29], [1000, 25], [1050, 39], [1100, 34], [1150, 32], [1200, 31], [1250, 46], [1300, 39], [1350, 19], [1400, 38], [1450, 35], [1500, 31], [1550, 30], [1600, 28], [1650, 36], [1700, 35], [1750, 30], [1800, 28], [1850, 33], [1900, 31], [1950, 24], [2000, 32], [2050, 33], [2100, 36], [2150, 23], [2200, 26], [2250, 30], [2300, 26], [2350, 34], [2400, 29], [2450, 18], [2500, 28], [2550, 29], [2600, 26], [2650, 37], [2700, 29], [2750, 43], [2800, 33], [2850, 41], [2900, 28], [2950, 29], [3000, 23], [3050, 26], [3100, 21], [3150, 29], [3200, 25], [3250, 29], [3300, 27], [3350, 28], [3400, 40], [3450, 25], [3500, 37], [3550, 34], [3600, 28], [3650, 23], [3700, 25], [3750, 30], [3800, 29], [3850, 15], [3900, 17], [3950, 29], [4000, 22], [4050, 19], [4100, 30], [4150, 29], [4200, 31], [4250, 23], [4300, 22], [4350, 21], [4400, 22], [4450, 32], [4500, 25], [4550, 19], [4600, 18], [4650, 18], [4700, 14], [4750, 28], [4800, 21], [4850, 21], [4900, 24], [4950, 18], [5000, 22], [5050, 17], [5100, 15], [5150, 15], [5200, 9], [5250, 14], [5300, 12], [5350, 12], [5400, 13], [5450, 20], [5500, 11], [5550, 12], [5600, 13], [5650, 11], [5700, 12], [5750, 6], [5800, 11], [5850, 4], [5900, 2], [5950, 6], [6000, 6], [6050, 5], [6100, 2], [6150, 2], [6200, 6], [6250, 3], [6300, 7], [6350, 3], [6400, 3], [6450, 1], [6500, 3], [6550, 3], [6600, 2], [6650, 5], [6700, 3], [6750, 3], [6800, 3], [6850, 3], [6900, 2], [6950, 3], [7000, 4], [7050, 4], [7100, 3], [7150, 1], [7200, 1]]","[0, 1, 3, 1, 2, 3, 1, 4, 6, 0, 5, 2, 5, 4, 4, 2, 6, 6, 0, 6, 4, 5, 3, 2, 5, 3, 5, 2, 3, 6, 3, 4, 6, 2, 4, 2, 5, 4, 5, 2, 2, 0, 4, 0, 5, 3, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.10261678695678711,7,0,"[[0, 30], [50, 30], [100, 27], [150, 40], [200, 28], [250, 36], [300, 30], [350, 44], [400, 27], [450, 33], [500, 37], [550, 34], [600, 30], [650, 33], [700, 34], [750, 32], [800, 38], [850, 28], [900, 25], [950, 29], [1000, 28], [1050, 37], [1100, 38], [1150, 33], [1200, 42], [1250, 37], [1300, 36], [1350, 34], [1400, 36], [1450, 27], [1500, 27], [1550, 33], [1600, 28], [1650, 30], [1700, 32], [1750, 35], [1800, 35], [1850, 32], [1900, 23], [1950, 37], [2000, 30], [2050, 37], [2100, 41], [2150, 27], [2200, 36], [2250, 32], [2300, 37], [2350, 44], [2400, 37], [2450, 29], [2500, 32], [2550, 24], [2600, 34], [2650, 31], [2700, 30], [2750, 26], [2800, 32], [2850, 28], [2900, 30], [2950, 32], [3000, 17], [3050, 32], [3100, 28], [3150, 32], [3200, 36], [3250, 31], [3300, 30], [3350, 29], [3400, 38], [3450, 38], [3500, 28], [3550, 34], [3600, 31], [3650, 33], [3700, 33], [3750, 33], [3800, 26], [3850, 27], [3900, 35], [3950, 27], [4000, 20], [4050, 29], [4100, 29], [4150, 31], [4200, 29], [4250, 32], [4300, 29], [4350, 23], [4400, 25], [4450, 21], [4500, 21], [4550, 21], [4600, 26], [4650, 22], [4700, 26], [4750, 27], [4800, 18], [4850, 16], [4900, 35], [4950, 33], [5000, 28], [5050, 34], [5100, 30], [5150, 27], [5200, 22], [5250, 30], [5300, 24], [5350, 25], [5400, 27], [5450, 24], [5500, 29], [5550, 22], [5600, 23], [5650, 40], [5700, 31], [5750, 29], [5800, 30], [5850, 21], [5900, 21], [5950, 15], [6000, 29], [6050, 25], [6100, 13], [6150, 31], [6200, 28], [6250, 18], [6300, 14], [6350, 12], [6400, 22], [6450, 21], [6500, 33], [6550, 32], [6600, 30], [6650, 26], [6700, 20], [6750, 18], [6800, 15], [6850, 20], [6900, 16], [6950, 20], [7000, 22], [7050, 20], [7100, 16], [7150, 20], [7200, 10], [7250, 16], [7300, 18], [7350, 13], [7400, 13], [7450, 8], [7500, 9], [7550, 9], [7600, 10], [7650, 13], [7700, 16], [7750, 11], [7800, 9], [7850, 14], [7900, 12], [7950, 14], [8000, 11], [8050, 9], [8100, 13], [8150, 11], [8200, 9], [8250, 7], [8300, 8], [8350, 8], [8400, 12], [8450, 11], [8500, 8], [8550, 8], [8600, 6], [8650, 9], [8700, 6], [8750, 8], [8800, 5], [8850, 5], [8900, 8], [8950, 8], [9000, 7], [9050, 6], [9100, 8], [9150, 3], [9200, 5], [9250, 2], [9300, 5], [9350, 7], [9400, 6], [9450, 10], [9500, 8], [9550, 6], [9600, 2], [9650, 3], [9700, 3], [9750, 2], [9800, 2], [9850, 1], [9900, 2], [9950, 2], [10000, 4], [10050, 3], [10100, 2], [10150, 3], [10200, 1], [10250, 1], [10300, 2], [10350, 2]]","[6, 3, 6, 1, 3, 6, 2, 6, 2, 2, 4, 6, 4, 4, 4, 4, 6, 1, 6, 1, 5, 4, 3, 5, 1, 6, 0, 0, 5, 2, 0, 2, 0, 4, 5, 4, 6, 0, 0, 6, 1, 6, 2, 0, 1, 2, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 50.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.10227680206298828,7,0,"[[0, 33], [50, 24], [100, 29], [150, 49], [200, 24], [250, 35], [300, 38], [350, 27], [400, 33], [450, 44], [500, 27], [550, 31], [600, 37], [650, 26], [700, 33], [750, 31], [800, 32], [850, 18], [900, 30], [950, 29], [1000, 23], [1050, 39], [1100, 31], [1150, 30], [1200, 23], [1250, 28], [1300, 35], [1350, 40], [1400, 37], [1450, 40], [1500, 35], [1550, 34], [1600, 27], [1650, 35], [1700, 25], [1750, 38], [1800, 32], [1850, 30], [1900, 34], [1950, 34], [2000, 44], [2050, 23], [2100, 35], [2150, 38], [2200, 45], [2250, 44], [2300, 32], [2350, 30], [2400, 29], [2450, 28], [2500, 28], [2550, 24], [2600, 19], [2650, 37], [2700, 29], [2750, 21], [2800, 34], [2850, 36], [2900, 29], [2950, 30], [3000, 31], [3050, 31], [3100, 30], [3150, 32], [3200, 22], [3250, 26], [3300, 26], [3350, 26], [3400, 30], [3450, 35], [3500, 35], [3550, 38], [3600, 38], [3650, 40], [3700, 33], [3750, 30], [3800, 29], [3850, 36], [3900, 34], [3950, 40], [4000, 34], [4050, 34], [4100, 23], [4150, 25], [4200, 27], [4250, 26], [4300, 21], [4350, 23], [4400, 36], [4450, 24], [4500, 24], [4550, 16], [4600, 26], [4650, 35], [4700, 26], [4750, 28], [4800, 38], [4850, 28], [4900, 23], [4950, 23], [5000, 23], [5050, 25], [5100, 25], [5150, 20], [5200, 27], [5250, 32], [5300, 34], [5350, 31], [5400, 26], [5450, 31], [5500, 20], [5550, 21], [5600, 20], [5650, 25], [5700, 27], [5750, 16], [5800, 15], [5850, 19], [5900, 20], [5950, 26], [6000, 18], [6050, 24], [6100, 14], [6150, 18], [6200, 26], [6250, 23], [6300, 16], [6350, 25], [6400, 19], [6450, 16], [6500, 22], [6550, 23], [6600, 22], [6650, 14], [6700, 17], [6750, 16], [6800, 25], [6850, 35], [6900, 29], [6950, 24], [7000, 18], [7050, 19], [7100, 15], [7150, 27], [7200, 17], [7250, 13], [7300, 21], [7350, 16], [7400, 13], [7450, 12], [7500, 9], [7550, 7], [7600, 13], [7650, 11], [7700, 10], [7750, 11], [7800, 10], [7850, 15], [7900, 19], [7950, 20], [8000, 16], [8050, 15], [8100, 15], [8150, 12], [8200, 8], [8250, 9], [8300, 11], [8350, 7], [8400, 9], [8450, 11], [8500, 10], [8550, 12], [8600, 8], [8650, 9], [8700, 9], [8750, 6], [8800, 3], [8850, 2], [8900, 7], [8950, 4], [9000, 6], [9050, 7], [9100, 3], [9150, 5], [9200, 3], [9250, 3], [9300, 3], [9350, 3], [9400, 4], [9450, 4], [9500, 6], [9550, 7], [9600, 5], [9650, 3], [9700, 2], [9750, 4], [9800, 4], [9850, 4], [9900, 3], [9950, 3], [10000, 4], [10050, 4], [10100, 3], [10150, 4], [10200, 1]]","[5, 0, 6, 2, 0, 5, 0, 1, 1, 1, 3, 6, 0, 6, 6, 4, 1, 0, 1, 4, 1, 6, 3, 3, 0, 2, 2, 3, 4, 0, 2, 2, 4, 6, 6, 4, 2, 4, 4, 4, 1, 6, 1, 4, 6, 2, 5]"
